Date,Team1,Team1Score,Team1Country,Team2,Team2Score,Team2Country,Map,MapShort,Event,Winner,MatchURL
01/05/25,Falcons,13,Europe,Spirit,6,Russia,Ancient,anc,BLAST Rivals 2025 Season 1,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198687/falcons-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/05/25,Spirit,13,Russia,Falcons,4,Europe,Mirage,mrg,BLAST Rivals 2025 Season 1,Spirit,https://www.hltv.org/stats/matches/mapstatsid/198686/spirit-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/05/25,MOUZ,8,Europe,Vitality,13,Europe,Train,trn,BLAST Rivals 2025 Season 1,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198663/mouz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/05/25,MOUZ,9,Europe,Vitality,13,Europe,Inferno,inf,BLAST Rivals 2025 Season 1,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198658/mouz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/05/25,Vitality,9,Europe,MOUZ,13,Europe,Mirage,mrg,BLAST Rivals 2025 Season 1,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/198651/vitality-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/04/25,Falcons,13,Europe,FaZe,10,Europe,Ancient,anc,BLAST Rivals 2025 Season 1,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198611/falcons-vs-faze?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/04/25,FaZe,6,Europe,Falcons,13,Europe,Dust2,d2,BLAST Rivals 2025 Season 1,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198605/faze-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/04/25,Wildcard,6,Other,Vitality,13,Europe,Dust2,d2,BLAST Rivals 2025 Season 1,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198599/wildcard-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/04/25,Vitality,13,Europe,Wildcard,7,Other,Inferno,inf,BLAST Rivals 2025 Season 1,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198591/vitality-vs-wildcard?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/04/25,paiN,0,Brazil,MOUZ,13,Europe,Dust2,d2,BLAST Rivals 2025 Season 1,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/198578/pain-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/04/25,paiN,13,Brazil,MOUZ,11,Europe,Inferno,inf,BLAST Rivals 2025 Season 1,paiN,https://www.hltv.org/stats/matches/mapstatsid/198575/pain-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/04/25,MOUZ,13,Europe,paiN,9,Brazil,Nuke,nuke,BLAST Rivals 2025 Season 1,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/198564/mouz-vs-pain?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/04/25,FlyQuest,9,Australia,Spirit,13,Russia,Nuke,nuke,BLAST Rivals 2025 Season 1,Spirit,https://www.hltv.org/stats/matches/mapstatsid/198557/flyquest-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/04/25,Spirit,13,Russia,FlyQuest,2,Australia,Mirage,mrg,BLAST Rivals 2025 Season 1,Spirit,https://www.hltv.org/stats/matches/mapstatsid/198551/spirit-vs-flyquest?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
27/04/25,Falcons,20,Europe,Vitality,22,Europe,Nuke,nuke,IEM Melbourne 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198394/falcons-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
27/04/25,Vitality,10,Europe,Falcons,13,Europe,Mirage,mrg,IEM Melbourne 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198388/vitality-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
27/04/25,Falcons,9,Europe,Vitality,13,Europe,Train,trn,IEM Melbourne 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198378/falcons-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
27/04/25,Vitality,12,Europe,Falcons,16,Europe,Dust2,d2,IEM Melbourne 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198368/vitality-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
27/04/25,Falcons,2,Europe,Vitality,13,Europe,Inferno,inf,IEM Melbourne 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198360/falcons-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
26/04/25,The MongolZ,3,Mongolia,Vitality,13,Europe,Nuke,nuke,IEM Melbourne 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198278/the-mongolz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
26/04/25,Vitality,13,Europe,The MongolZ,3,Mongolia,Mirage,mrg,IEM Melbourne 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198273/vitality-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
26/04/25,Falcons,13,Europe,MOUZ,6,Europe,Nuke,nuke,IEM Melbourne 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198261/falcons-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
26/04/25,MOUZ,3,Europe,Falcons,13,Europe,Dust2,d2,IEM Melbourne 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198260/mouz-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
25/04/25,GamerLegion,4,Europe,Falcons,13,Europe,Nuke,nuke,IEM Melbourne 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198219/gamerlegion-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
25/04/25,Falcons,13,Europe,GamerLegion,3,Europe,Train,trn,IEM Melbourne 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198218/falcons-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/04/25,Falcons,8,Europe,Vitality,13,Europe,Inferno,inf,IEM Melbourne 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198158/falcons-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/04/25,Vitality,16,Europe,Falcons,13,Europe,Mirage,mrg,IEM Melbourne 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198154/vitality-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/04/25,The MongolZ,7,Mongolia,MOUZ,13,Europe,Nuke,nuke,IEM Melbourne 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/198150/the-mongolz-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/04/25,MOUZ,13,Europe,The MongolZ,9,Mongolia,Mirage,mrg,IEM Melbourne 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/198148/mouz-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/04/25,Falcons,13,Europe,Natus Vincere,4,Europe,Dust2,d2,IEM Melbourne 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198114/falcons-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/04/25,Falcons,13,Europe,Natus Vincere,11,Europe,Mirage,mrg,IEM Melbourne 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198108/falcons-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/04/25,Falcons,9,Europe,Natus Vincere,13,Europe,Inferno,inf,IEM Melbourne 2025,Natus Vincere,https://www.hltv.org/stats/matches/mapstatsid/198104/falcons-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/04/25,Liquid,8,Other,Vitality,13,Europe,Nuke,nuke,IEM Melbourne 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198100/liquid-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/04/25,Vitality,13,Europe,Liquid,5,Other,Mirage,mrg,IEM Melbourne 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198098/vitality-vs-liquid?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/04/25,GamerLegion,13,Europe,MOUZ,16,Europe,Nuke,nuke,IEM Melbourne 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/198089/gamerlegion-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/04/25,MOUZ,13,Europe,GamerLegion,6,Europe,Inferno,inf,IEM Melbourne 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/198084/mouz-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/04/25,SAW,9,Portugal,Falcons,13,Europe,Dust2,d2,IEM Melbourne 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198057/saw-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/04/25,Falcons,13,Europe,SAW,8,Portugal,Nuke,nuke,IEM Melbourne 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198053/falcons-vs-saw?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/04/25,FlyQuest,8,Australia,Vitality,13,Europe,Nuke,nuke,IEM Melbourne 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198048/flyquest-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/04/25,FlyQuest,2,Australia,Vitality,13,Europe,Anubis,anb,IEM Melbourne 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198041/flyquest-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/04/25,MOUZ,13,Europe,BIG,8,Germany,Ancient,anc,IEM Melbourne 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/198039/mouz-vs-big?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/04/25,BIG,9,Germany,MOUZ,13,Europe,Mirage,mrg,IEM Melbourne 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/198037/big-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/04/25,MOUZ,6,Europe,BIG,13,Germany,Inferno,inf,IEM Melbourne 2025,BIG,https://www.hltv.org/stats/matches/mapstatsid/198036/mouz-vs-big?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/04/25,Falcons,13,Europe,G2,8,Europe,Ancient,anc,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197643/falcons-vs-g2?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/04/25,G2,7,Europe,Falcons,13,Europe,Nuke,nuke,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197642/g2-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/04/25,Falcons,13,Europe,G2,5,Europe,Mirage,mrg,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197638/falcons-vs-g2?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/04/25,Falcons,13,Europe,FaZe,10,Europe,Mirage,mrg,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197587/falcons-vs-faze?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/04/25,FaZe,16,Europe,Falcons,14,Europe,Ancient,anc,PGL Bucharest 2025,FaZe,https://www.hltv.org/stats/matches/mapstatsid/197583/faze-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/04/25,Falcons,13,Europe,FaZe,4,Europe,Nuke,nuke,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197578/falcons-vs-faze?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
11/04/25,GamerLegion,7,Europe,Falcons,13,Europe,Ancient,anc,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197511/gamerlegion-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
11/04/25,Falcons,13,Europe,GamerLegion,7,Europe,Inferno,inf,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197508/falcons-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
11/04/25,GamerLegion,13,Europe,Falcons,7,Europe,Train,trn,PGL Bucharest 2025,GamerLegion,https://www.hltv.org/stats/matches/mapstatsid/197506/gamerlegion-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/04/25,Falcons,16,Europe,The MongolZ,14,Mongolia,Ancient,anc,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197489/falcons-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/04/25,Falcons,13,Europe,The MongolZ,6,Mongolia,Dust2,d2,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197487/falcons-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/04/25,Falcons,9,Europe,The MongolZ,13,Mongolia,Mirage,mrg,PGL Bucharest 2025,The MongolZ,https://www.hltv.org/stats/matches/mapstatsid/197485/falcons-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/04/25,The MongolZ,13,Mongolia,FURIA,11,Brazil,Nuke,nuke,PGL Bucharest 2025,The MongolZ,https://www.hltv.org/stats/matches/mapstatsid/197437/the-mongolz-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/04/25,FURIA,9,Brazil,The MongolZ,13,Mongolia,Mirage,mrg,PGL Bucharest 2025,The MongolZ,https://www.hltv.org/stats/matches/mapstatsid/197435/furia-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/04/25,Rare Atom,2,China,Falcons,13,Europe,Train,trn,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197428/rare-atom-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
09/04/25,Falcons,13,Europe,Rare Atom,6,China,Inferno,inf,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197425/falcons-vs-rare-atom?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/04/25,Falcons,13,Europe,paiN,9,Brazil,Inferno,inf,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197363/falcons-vs-pain?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/04/25,paiN,8,Brazil,Falcons,13,Europe,Train,trn,PGL Bucharest 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/197360/pain-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/04/25,Falcons,6,Europe,paiN,13,Brazil,Nuke,nuke,PGL Bucharest 2025,paiN,https://www.hltv.org/stats/matches/mapstatsid/197354/falcons-vs-pain?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/04/25,Virtus.pro,13,Russia,FURIA,8,Brazil,Dust2,d2,PGL Bucharest 2025,Virtus.pro,https://www.hltv.org/stats/matches/mapstatsid/197337/virtuspro-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
08/04/25,FURIA,11,Brazil,Virtus.pro,13,Russia,Anubis,anb,PGL Bucharest 2025,Virtus.pro,https://www.hltv.org/stats/matches/mapstatsid/197330/furia-vs-virtuspro?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/04/25,Complexity,13,United States,FURIA,4,Brazil,Inferno,inf,PGL Bucharest 2025,Complexity,https://www.hltv.org/stats/matches/mapstatsid/197298/complexity-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/04/25,Complexity,13,United States,FURIA,1,Brazil,Train,trn,PGL Bucharest 2025,Complexity,https://www.hltv.org/stats/matches/mapstatsid/197297/complexity-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/04/25,Complexity,8,United States,FURIA,13,Brazil,Dust2,d2,PGL Bucharest 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/197295/complexity-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/04/25,Falcons,1,Europe,GamerLegion,13,Europe,Mirage,mrg,PGL Bucharest 2025,GamerLegion,https://www.hltv.org/stats/matches/mapstatsid/197280/falcons-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
07/04/25,Falcons,2,Europe,GamerLegion,13,Europe,Inferno,inf,PGL Bucharest 2025,GamerLegion,https://www.hltv.org/stats/matches/mapstatsid/197279/falcons-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
06/04/25,Betclic,7,Poland,FURIA,13,Brazil,Mirage,mrg,PGL Bucharest 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/197265/betclic-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
06/04/25,Betclic,6,Poland,FURIA,13,Brazil,Dust2,d2,PGL Bucharest 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/197263/betclic-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
06/04/25,Complexity,13,United States,Falcons,5,Europe,Dust2,d2,PGL Bucharest 2025,Complexity,https://www.hltv.org/stats/matches/mapstatsid/197242/complexity-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
06/04/25,Falcons,6,Europe,Complexity,13,United States,Train,trn,PGL Bucharest 2025,Complexity,https://www.hltv.org/stats/matches/mapstatsid/197232/falcons-vs-complexity?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/03/25,MOUZ,7,Europe,Vitality,13,Europe,Train,trn,BLAST Open Lisbon 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/196726/mouz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/03/25,Vitality,13,Europe,MOUZ,7,Europe,Nuke,nuke,BLAST Open Lisbon 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/196723/vitality-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/03/25,MOUZ,13,Europe,Vitality,11,Europe,Dust2,d2,BLAST Open Lisbon 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/196717/mouz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/03/25,Vitality,11,Europe,MOUZ,13,Europe,Mirage,mrg,BLAST Open Lisbon 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/196707/vitality-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
30/03/25,MOUZ,0,Europe,Vitality,13,Europe,Inferno,inf,BLAST Open Lisbon 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/196700/mouz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
29/03/25,Spirit,10,Russia,Vitality,13,Europe,Mirage,mrg,BLAST Open Lisbon 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/196609/spirit-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
29/03/25,Spirit,13,Russia,Vitality,5,Europe,Nuke,nuke,BLAST Open Lisbon 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/196605/spirit-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
29/03/25,Spirit,6,Russia,Vitality,13,Europe,Anubis,anb,BLAST Open Lisbon 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/196594/spirit-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
29/03/25,MOUZ,13,Europe,Eternal Fire,10,Turkey,Dust2,d2,BLAST Open Lisbon 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/196572/mouz-vs-eternal-fire?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
29/03/25,Eternal Fire,11,Turkey,MOUZ,13,Europe,Nuke,nuke,BLAST Open Lisbon 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/196561/eternal-fire-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
28/03/25,Spirit,13,Russia,Natus Vincere,6,Europe,Anubis,anb,BLAST Open Lisbon 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/196417/spirit-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
28/03/25,Natus Vincere,7,Europe,Spirit,13,Russia,Dust2,d2,BLAST Open Lisbon 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/196413/natus-vincere-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
28/03/25,G2,3,Europe,MOUZ,13,Europe,Nuke,nuke,BLAST Open Lisbon 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/196397/g2-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
28/03/25,MOUZ,13,Europe,G2,8,Europe,Inferno,inf,BLAST Open Lisbon 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/196387/mouz-vs-g2?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
24/03/25,Spirit,13,Russia,Virtus.pro,9,Russia,Anubis,anb,BLAST Open Lisbon 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/195956/spirit-vs-virtuspro?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
24/03/25,Spirit,13,Russia,Virtus.pro,9,Russia,Ancient,anc,BLAST Open Lisbon 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/195954/spirit-vs-virtuspro?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
24/03/25,MOUZ,11,Europe,Vitality,13,Europe,Dust2,d2,BLAST Open Lisbon 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195950/mouz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
24/03/25,Vitality,13,Europe,MOUZ,11,Europe,Mirage,mrg,BLAST Open Lisbon 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195948/vitality-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/03/25,FaZe,9,Europe,Spirit,13,Russia,Nuke,nuke,BLAST Open Lisbon 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/195933/faze-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/03/25,Spirit,13,Russia,FaZe,8,Europe,Anubis,anb,BLAST Open Lisbon 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/195932/spirit-vs-faze?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/03/25,Virtus.pro,22,Russia,Falcons,20,Europe,Inferno,inf,BLAST Open Lisbon 2025,Virtus.pro,https://www.hltv.org/stats/matches/mapstatsid/195925/virtuspro-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/03/25,Falcons,16,Europe,Virtus.pro,19,Russia,Ancient,anc,BLAST Open Lisbon 2025,Virtus.pro,https://www.hltv.org/stats/matches/mapstatsid/195917/falcons-vs-virtuspro?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/03/25,Virtus.pro,11,Russia,Falcons,13,Europe,Mirage,mrg,BLAST Open Lisbon 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/195913/virtuspro-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/03/25,M80,19,United States,FURIA,17,Brazil,Inferno,inf,BLAST Open Lisbon 2025,M80,https://www.hltv.org/stats/matches/mapstatsid/195860/m80-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/03/25,M80,13,United States,FURIA,10,Brazil,Train,trn,BLAST Open Lisbon 2025,M80,https://www.hltv.org/stats/matches/mapstatsid/195842/m80-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/03/25,M80,7,United States,FURIA,13,Brazil,Dust2,d2,BLAST Open Lisbon 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/195838/m80-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/03/25,Virtus.pro,5,Russia,Vitality,13,Europe,Inferno,inf,BLAST Open Lisbon 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195810/virtuspro-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/03/25,Virtus.pro,6,Russia,Vitality,13,Europe,Anubis,anb,BLAST Open Lisbon 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195808/virtuspro-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/03/25,MOUZ,25,Europe,Spirit,22,Russia,Ancient,anc,BLAST Open Lisbon 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/195800/mouz-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/03/25,Spirit,13,Russia,MOUZ,16,Europe,Nuke,nuke,BLAST Open Lisbon 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/195795/spirit-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/03/25,MOUZ,3,Europe,Spirit,13,Russia,Dust2,d2,BLAST Open Lisbon 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/195792/mouz-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/03/25,The Huns,6,Mongolia,Falcons,13,Europe,Ancient,anc,BLAST Open Lisbon 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/195787/the-huns-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/03/25,Falcons,16,Europe,The Huns,13,Mongolia,Inferno,inf,BLAST Open Lisbon 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/195785/falcons-vs-the-huns?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
20/03/25,FURIA,8,Brazil,Natus Vincere,13,Europe,Mirage,mrg,BLAST Open Lisbon 2025,Natus Vincere,https://www.hltv.org/stats/matches/mapstatsid/195752/furia-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
20/03/25,FURIA,12,Brazil,Natus Vincere,16,Europe,Anubis,anb,BLAST Open Lisbon 2025,Natus Vincere,https://www.hltv.org/stats/matches/mapstatsid/195750/furia-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/03/25,Astralis,6,Denmark,Vitality,13,Europe,Dust2,d2,BLAST Open Lisbon 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195651/astralis-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/03/25,Vitality,13,Europe,Astralis,4,Denmark,Inferno,inf,BLAST Open Lisbon 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/195648/vitality-vs-astralis?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
